quiz_id,enrollment_id,quiz_name,score,taken_at
607,150,"Quiz 5",91.2,2024-01-22
608,151,"Quiz 1",100.0,2023-11-27
609,151,"Quiz 2",62.5,2023-11-09
610,151,"Quiz 3",81.1,2023-11-20
611,151,"Quiz 4",74.0,2023-12-17
612,151,"Quiz 5",100.0,2023-11-07
613,151,"Quiz 6",95.8,2023-12-21
614,152,"Quiz 1",60.4,2024-01-19
615,152,"Quiz 2",75.9,2023-12-28
616,152,"Quiz 3",92.0,2024-01-05
617,152,"Quiz 4",78.0,2024-01-01
618,152,"Quiz 5",100.0,2024-01-17
619,153,"Quiz 1",32.3,2022-10-21
620,153,"Quiz 2",24.1,2022-10-05
621,153,"Quiz 3",31.7,2022-09-25
622,153,"Quiz 4",23.5,2022-11-13
623,153,"Quiz 5",29.1,2022-11-09
624,154,"Quiz 1",93.0,2022-11-25
625,154,"Quiz 2",66.8,2022-10-16
626,154,"Quiz 3",84.0,2022-10-24
627,154,"Quiz 4",75.8,2022-12-11
628,154,"Quiz 5",90.0,2022-12-17
629,154,"Quiz 6",93.7,2022-11-07
630,155,"Quiz 1",58.0,2022-12-21
631,155,"Quiz 2",46.4,2022-12-27
632,155,"Quiz 3",47.2,2022-12-22
633,155,"Quiz 4",58.4,2022-11-29
634,156,"Quiz 1",93.0,2022-11-24
635,156,"Quiz 2",89.3,2022-11-05
636,156,"Quiz 3",100.0,2022-11-29
637,157,"Quiz 1",15.4,2022-09-22
638,157,"Quiz 2",0.0,2022-11-24
639,157,"Quiz 3",7.9,2022-09-28
640,157,"Quiz 4",35.8,2022-11-09
641,157,"Quiz 5",8.7,2022-10-05
642,157,"Quiz 6",6.9,2022-10-12
643,158,"Quiz 1",30.6,2022-12-11
644,158,"Quiz 2",30.5,2022-12-01
645,158,"Quiz 3",37.6,2022-12-24
646,158,"Quiz 4",33.6,2022-12-04
647,158,"Quiz 5",15.1,2022-11-10
648,158,"Quiz 6",34.7,2022-12-30
649,159,"Quiz 1",91.5,2022-10-14
650,159,"Quiz 2",100.0,2022-09-11
651,159,"Quiz 3",78.0,2022-09-01
652,159,"Quiz 4",94.5,2022-09-14
653,159,"Quiz 5",100.0,2022-09-29
654,160,"Quiz 1",67.1,2023-09-24
655,160,"Quiz 2",89.6,2023-09-20
656,160,"Quiz 3",79.1,2023-09-09
657,160,"Quiz 4",83.2,2023-09-29
658,160,"Quiz 5",71.5,2023-09-15
659,160,"Quiz 6",99.9,2023-09-11
660,161,"Quiz 1",85.9,2023-08-13
661,161,"Quiz 2",88.9,2023-06-26
662,162,"Quiz 1",29.9,2023-03-10
663,162,"Quiz 2",37.6,2023-04-17
664,163,"Quiz 1",82.5,2023-03-14
665,163,"Quiz 2",70.1,2023-01-22
666,163,"Quiz 3",94.2,2023-02-24
667,163,"Quiz 4",82.7,2023-02-27
668,164,"Quiz 1",88.0,2023-03-22
669,164,"Quiz 2",100.0,2023-03-15
670,164,"Quiz 3",100.0,2023-04-07
671,164,"Quiz 4",74.5,2023-04-06
672,165,"Quiz 1",76.0,2023-03-21
673,165,"Quiz 2",100.0,2023-03-20
674,166,"Quiz 1",45.9,2023-09-06
675,166,"Quiz 2",54.5,2023-09-01
676,166,"Quiz 3",30.4,2023-09-01
677,166,"Quiz 4",35.1,2023-08-19
678,166,"Quiz 5",37.6,2023-08-19
679,166,"Quiz 6",25.2,2023-08-30
680,167,"Quiz 1",78.1,2022-08-27
681,167,"Quiz 2",74.9,2022-09-25
682,167,"Quiz 3",92.4,2022-09-17
683,167,"Quiz 4",88.2,2022-08-30
684,167,"Quiz 5",88.0,2022-10-10
685,167,"Quiz 6",80.9,2022-09-18
686,168,"Quiz 1",32.7,2022-08-26
687,168,"Quiz 2",49.4,2022-08-07
688,168,"Quiz 3",38.5,2022-08-10
689,168,"Quiz 4",38.1,2022-08-25
690,168,"Quiz 5",49.3,2022-09-08
691,169,"Quiz 1",14.6,2022-08-04
692,169,"Quiz 2",50.9,2022-06-24
693,169,"Quiz 3",49.7,2022-06-19
694,169,"Quiz 4",27.7,2022-07-14
695,169,"Quiz 5",13.0,2022-07-29
696,170,"Quiz 1",71.7,2022-10-04
697,170,"Quiz 2",85.4,2022-08-19
698,170,"Quiz 3",90.0,2022-08-21
699,171,"Quiz 1",59.6,2023-04-23
700,171,"Quiz 2",39.2,2023-04-10
701,171,"Quiz 3",56.8,2023-02-28
702,172,"Quiz 1",83.9,2023-02-25
703,172,"Quiz 2",89.7,2023-04-08
704,172,"Quiz 3",88.2,2023-01-25
705,172,"Quiz 4",89.0,2023-03-09
706,172,"Quiz 5",100.0,2023-04-01
707,172,"Quiz 6",67.0,2023-04-08
708,173,"Quiz 1",96.3,2023-02-04
709,173,"Quiz 2",63.4,2023-03-02
710,174,"Quiz 1",58.2,2022-04-27
711,174,"Quiz 2",46.3,2022-05-09
712,174,"Quiz 3",58.2,2022-05-04
713,175,"Quiz 1",83.5,2022-03-11
714,175,"Quiz 2",83.3,2022-02-27
715,175,"Quiz 3",83.8,2022-02-22
716,175,"Quiz 4",96.0,2022-01-25
717,175,"Quiz 5",83.9,2022-01-29
718,175,"Quiz 6",100.0,2022-03-05
719,176,"Quiz 1",47.4,2022-03-17
720,176,"Quiz 2",38.5,2022-05-13
721,176,"Quiz 3",41.3,2022-05-17
722,177,"Quiz 1",77.4,2022-05-16
723,177,"Quiz 2",90.5,2022-05-11
724,177,"Quiz 3",93.1,2022-05-10
725,178,"Quiz 1",92.9,2023-11-16
726,178,"Quiz 2",72.1,2023-12-26
727,178,"Quiz 3",84.5,2024-01-06
728,178,"Quiz 4",70.5,2023-11-20
729,179,"Quiz 1",32.3,2024-02-05
730,179,"Quiz 2",0.0,2024-02-15
731,179,"Quiz 3",24.6,2024-03-07
732,179,"Quiz 4",13.3,2024-02-25
733,180,"Quiz 1",74.0,2024-02-11
734,180,"Quiz 2",68.4,2024-01-17
735,180,"Quiz 3",55.7,2023-12-17
736,180,"Quiz 4",83.2,2024-02-07
737,181,"Quiz 1",73.2,2022-12-04
738,181,"Quiz 2",76.0,2022-11-24
739,182,"Quiz 1",39.9,2023-04-07
740,182,"Quiz 2",48.2,2023-04-08
741,182,"Quiz 3",36.4,2023-04-18
742,182,"Quiz 4",42.9,2023-05-05
743,183,"Quiz 1",0.0,2023-02-18
744,183,"Quiz 2",17.6,2023-04-02
745,183,"Quiz 3",17.7,2023-02-09
746,183,"Quiz 4",2.0,2023-02-22
747,183,"Quiz 5",0.0,2023-04-12
748,184,"Quiz 1",84.4,2023-04-04
749,184,"Quiz 2",71.2,2023-03-25
750,184,"Quiz 3",100.0,2023-03-27
751,185,"Quiz 1",95.3,2022-05-29
752,185,"Quiz 2",100.0,2022-05-10
753,185,"Quiz 3",85.4,2022-05-14
754,185,"Quiz 4",72.5,2022-04-23
755,186,"Quiz 1",99.4,2022-02-12
756,186,"Quiz 2",71.4,2022-04-08
757,186,"Quiz 3",100.0,2022-03-10
758,186,"Quiz 4",93.3,2022-03-06
759,186,"Quiz 5",100.0,2022-04-01
760,186,"Quiz 6",91.4,2022-03-14
761,187,"Quiz 1",56.0,2022-05-03
762,187,"Quiz 2",30.0,2022-04-29
763,188,"Quiz 1",37.0,2024-02-25
764,188,"Quiz 2",58.4,2024-01-18
765,189,"Quiz 1",25.5,2024-01-09
766,189,"Quiz 2",32.0,2024-01-28
767,189,"Quiz 3",15.3,2023-12-21
768,189,"Quiz 4",19.1,2023-12-30
769,190,"Quiz 1",30.6,2023-10-26
770,190,"Quiz 2",45.4,2023-10-28
771,190,"Quiz 3",37.7,2023-11-28
772,190,"Quiz 4",9.8,2023-11-01
773,190,"Quiz 5",5.1,2023-10-28
774,191,"Quiz 1",56.5,2023-10-17
775,191,"Quiz 2",98.7,2023-10-08
776,192,"Quiz 1",85.6,2023-11-02
777,192,"Quiz 2",87.8,2023-12-12
778,192,"Quiz 3",100.0,2023-11-21
779,192,"Quiz 4",86.5,2023-12-23
780,192,"Quiz 5",75.9,2023-11-08
781,192,"Quiz 6",100.0,2023-11-05
782,193,"Quiz 1",80.7,2023-02-11
783,193,"Quiz 2",93.7,2023-02-13
784,193,"Quiz 3",92.1,2023-02-18
785,193,"Quiz 4",81.2,2023-03-07
786,193,"Quiz 5",84.6,2023-03-11
787,193,"Quiz 6",79.8,2023-03-10
788,194,"Quiz 1",30.0,2023-05-20
789,194,"Quiz 2",20.3,2023-05-02
790,194,"Quiz 3",38.5,2023-05-28
791,194,"Quiz 4",33.0,2023-05-14
792,194,"Quiz 5",23.5,2023-05-12
793,194,"Quiz 6",35.2,2023-05-09
794,195,"Quiz 1",25.5,2023-03-21
795,195,"Quiz 2",19.8,2023-03-12
796,196,"Quiz 1",43.2,2023-07-11
797,196,"Quiz 2",65.7,2023-09-02
798,196,"Quiz 3",39.7,2023-08-31
799,196,"Quiz 4",30.2,2023-09-11
800,197,"Quiz 1",78.1,2023-06-02
801,197,"Quiz 2",100.0,2023-05-26
802,197,"Quiz 3",88.6,2023-05-03
803,197,"Quiz 4",100.0,2023-06-01
804,198,"Quiz 1",36.6,2023-06-03
805,198,"Quiz 2",29.6,2023-05-10
806,198,"Quiz 3",37.8,2023-06-20
807,198,"Quiz 4",37.4,2023-05-10
808,198,"Quiz 5",40.2,2023-05-06
809,198,"Quiz 6",48.7,2023-06-23
810,199,"Quiz 1",92.8,2023-07-30
811,199,"Quiz 2",88.2,2023-09-05
812,199,"Quiz 3",97.2,2023-08-23
813,199,"Quiz 4",99.3,2023-08-24
814,200,"Quiz 1",89.1,2023-08-09
815,200,"Quiz 2",61.3,2023-07-14
816,200,"Quiz 3",68.8,2023-08-02
817,201,"Quiz 1",93.6,2022-07-04
818,201,"Quiz 2",77.4,2022-06-14
819,201,"Quiz 3",79.4,2022-06-29
820,201,"Quiz 4",98.2,2022-06-17
821,201,"Quiz 5",100.0,2022-07-03
822,201,"Quiz 6",77.7,2022-06-19
823,202,"Quiz 1",82.1,2023-02-10
824,202,"Quiz 2",88.1,2023-02-13
825,203,"Quiz 1",95.1,2022-12-24
826,203,"Quiz 2",85.9,2022-12-08
827,204,"Quiz 1",91.5,2023-05-20
828,204,"Quiz 2",72.8,2023-05-01
829,204,"Quiz 3",66.6,2023-04-11
830,204,"Quiz 4",91.2,2023-04-23
831,205,"Quiz 1",41.4,2022-04-17
832,205,"Quiz 2",43.2,2022-04-04
833,206,"Quiz 1",72.5,2022-05-26
834,206,"Quiz 2",78.5,2022-05-17
835,206,"Quiz 3",69.4,2022-06-07
836,206,"Quiz 4",97.4,2022-05-08
837,206,"Quiz 5",73.9,2022-05-05
838,206,"Quiz 6",82.2,2022-05-14
839,207,"Quiz 1",76.1,2023-06-28
840,207,"Quiz 2",74.4,2023-07-29
841,207,"Quiz 3",54.7,2023-07-28
842,208,"Quiz 1",44.5,2023-07-30
843,208,"Quiz 2",34.4,2023-07-18
844,208,"Quiz 3",41.7,2023-07-27
845,208,"Quiz 4",25.6,2023-07-18
846,208,"Quiz 5",60.1,2023-07-28
847,209,"Quiz 1",49.7,2022-11-27
848,209,"Quiz 2",80.7,2022-11-25
849,210,"Quiz 1",58.8,2022-11-11
850,210,"Quiz 2",43.9,2022-10-31
851,210,"Quiz 3",37.1,2022-11-21
852,210,"Quiz 4",42.7,2022-10-25
853,210,"Quiz 5",36.7,2022-11-07
854,211,"Quiz 1",67.3,2022-08-12
855,211,"Quiz 2",100.0,2022-09-27
856,211,"Quiz 3",73.3,2022-09-08
857,211,"Quiz 4",88.6,2022-07-23
858,212,"Quiz 1",100.0,2022-09-10
859,212,"Quiz 2",81.5,2022-08-12
860,212,"Quiz 3",91.0,2022-09-09
861,212,"Quiz 4",86.2,2022-08-22
862,212,"Quiz 5",87.7,2022-08-18
863,212,"Quiz 6",100.0,2022-08-22
864,213,"Quiz 1",87.8,2022-08-29
865,213,"Quiz 2",88.4,2022-09-10
866,214,"Quiz 1",94.3,2022-10-17
867,214,"Quiz 2",100.0,2022-10-16
868,214,"Quiz 3",77.6,2022-12-01
869,214,"Quiz 4",78.5,2022-11-25
870,215,"Quiz 1",100.0,2023-01-12
871,215,"Quiz 2",90.8,2023-01-07
872,215,"Quiz 3",88.5,2022-12-30
873,215,"Quiz 4",74.5,2022-12-31
874,215,"Quiz 5",84.0,2022-12-09
875,215,"Quiz 6",62.6,2022-12-04
876,216,"Quiz 1",23.0,2023-01-09
877,216,"Quiz 2",38.7,2022-12-23
878,216,"Quiz 3",27.9,2022-12-30
879,216,"Quiz 4",19.3,2023-02-13
880,217,"Quiz 1",58.0,2022-11-21
881,217,"Quiz 2",40.2,2022-12-14
882,217,"Quiz 3",68.0,2022-12-15
883,217,"Quiz 4",60.1,2022-12-30
884,217,"Quiz 5",34.3,2022-12-27
885,218,"Quiz 1",68.4,2022-11-15
886,218,"Quiz 2",93.8,2022-12-07
887,219,"Quiz 1",89.4,2023-11-18
888,219,"Quiz 2",100.0,2023-11-18
889,219,"Quiz 3",96.0,2023-10-09
890,219,"Quiz 4",64.2,2023-10-25
891,220,"Quiz 1",85.1,2024-02-08
892,220,"Quiz 2",75.1,2024-01-01
893,220,"Quiz 3",78.5,2023-12-28
894,220,"Quiz 4",100.0,2023-12-27
895,220,"Quiz 5",89.4,2024-01-17
896,221,"Quiz 1",77.4,2023-12-22
897,221,"Quiz 2",87.0,2024-01-04
898,221,"Quiz 3",96.1,2024-01-06
899,221,"Quiz 4",83.7,2024-01-22
900,221,"Quiz 5",74.0,2024-01-18
901,221,"Quiz 6",51.6,2024-01-02
902,222,"Quiz 1",26.4,2024-02-21
903,222,"Quiz 2",26.9,2024-02-11
904,223,"Quiz 1",52.6,2023-06-28
905,223,"Quiz 2",37.9,2023-07-03
906,223,"Quiz 3",29.8,2023-07-16
907,223,"Quiz 4",63.4,2023-06-23
908,223,"Quiz 5",37.5,2023-07-20
909,223,"Quiz 6",33.4,2023-07-03
910,224,"Quiz 1",93.1,2023-07-29
911,224,"Quiz 2",75.9,2023-08-11
912,224,"Quiz 3",74.6,2023-08-06
913,225,"Quiz 1",91.1,2023-06-28
914,225,"Quiz 2",85.9,2023-06-19
915,225,"Quiz 3",100.0,2023-07-09
916,225,"Quiz 4",100.0,2023-07-10
917,225,"Quiz 5",100.0,2023-06-27
918,225,"Quiz 6",82.1,2023-07-10
919,226,"Quiz 1",79.2,2023-07-09
920,226,"Quiz 2",65.9,2023-07-26
921,226,"Quiz 3",74.5,2023-07-13
922,226,"Quiz 4",87.5,2023-06-18
923,226,"Quiz 5",78.5,2023-06-17
924,227,"Quiz 1",74.5,2023-07-16
925,227,"Quiz 2",100.0,2023-09-05
926,227,"Quiz 3",78.9,2023-07-15
927,227,"Quiz 4",88.6,2023-08-23
928,227,"Quiz 5",94.4,2023-07-24
929,227,"Quiz 6",83.8,2023-07-15
930,228,"Quiz 1",72.1,2023-08-30
931,228,"Quiz 2",88.7,2023-11-05
932,228,"Quiz 3",92.0,2023-10-11
933,228,"Quiz 4",91.0,2023-10-03
934,228,"Quiz 5",81.6,2023-10-28
935,229,"Quiz 1",100.0,2023-08-17
936,229,"Quiz 2",64.0,2023-08-01
937,229,"Quiz 3",75.2,2023-08-24
938,229,"Quiz 4",85.5,2023-07-31
939,229,"Quiz 5",100.0,2023-07-24
940,230,"Quiz 1",100.0,2022-12-13
941,230,"Quiz 2",88.8,2023-01-01
942,230,"Quiz 3",68.4,2022-12-14
943,231,"Quiz 1",93.8,2023-01-30
944,231,"Quiz 2",77.0,2023-01-21
945,231,"Quiz 3",96.2,2023-01-01
946,231,"Quiz 4",96.3,2023-02-02
947,231,"Quiz 5",93.4,2023-01-10
948,232,"Quiz 1",61.4,2023-01-05
949,232,"Quiz 2",84.0,2022-11-27
950,232,"Quiz 3",54.1,2022-12-16
951,232,"Quiz 4",62.0,2022-12-31
952,232,"Quiz 5",100.0,2022-12-22
953,232,"Quiz 6",80.4,2022-12-30
954,233,"Quiz 1",96.2,2022-11-28
955,233,"Quiz 2",100.0,2022-11-09
956,234,"Quiz 1",49.5,2023-04-18
957,234,"Quiz 2",22.9,2023-04-27
958,234,"Quiz 3",19.1,2023-04-14
959,235,"Quiz 1",43.3,2023-05-06
960,235,"Quiz 2",19.1,2023-06-10
961,235,"Quiz 3",22.8,2023-04-22
962,236,"Quiz 1",28.1,2023-11-02
963,236,"Quiz 2",22.6,2023-11-16
964,236,"Quiz 3",52.6,2023-11-14
965,236,"Quiz 4",11.0,2023-11-10
966,236,"Quiz 5",28.4,2023-11-12
967,237,"Quiz 1",80.0,2023-12-28
968,237,"Quiz 2",61.9,2023-11-21
969,237,"Quiz 3",93.1,2024-01-03
970,238,"Quiz 1",77.5,2022-08-11
971,238,"Quiz 2",56.6,2022-08-23
972,238,"Quiz 3",57.5,2022-08-09
973,238,"Quiz 4",41.8,2022-09-02
974,239,"Quiz 1",69.5,2022-11-19
975,239,"Quiz 2",88.0,2023-01-09
976,239,"Quiz 3",66.8,2022-11-25
977,239,"Quiz 4",68.4,2022-11-23
978,239,"Quiz 5",83.0,2022-10-22
979,239,"Quiz 6",60.9,2022-11-30
980,240,"Quiz 1",44.1,2022-08-31
981,240,"Quiz 2",34.7,2022-08-25
982,240,"Quiz 3",18.8,2022-08-13
983,240,"Quiz 4",47.2,2022-09-22
984,240,"Quiz 5",52.0,2022-10-03
985,240,"Quiz 6",38.1,2022-09-22
986,241,"Quiz 1",40.6,2022-08-09
987,241,"Quiz 2",50.1,2022-07-21
988,241,"Quiz 3",46.9,2022-07-22
989,241,"Quiz 4",24.9,2022-09-19
990,242,"Quiz 1",29.5,2022-05-05
991,242,"Quiz 2",39.9,2022-06-10
992,242,"Quiz 3",26.5,2022-06-01
993,242,"Quiz 4",14.4,2022-06-10
994,242,"Quiz 5",23.1,2022-05-05
995,243,"Quiz 1",24.3,2022-04-12
996,243,"Quiz 2",2.9,2022-04-29
997,243,"Quiz 3",14.2,2022-04-08
998,243,"Quiz 4",18.4,2022-05-16
999,244,"Quiz 1",62.1,2022-03-11
1000,244,"Quiz 2",93.2,2022-03-10
1001,244,"Quiz 3",87.9,2022-03-28
1002,244,"Quiz 4",97.4,2022-03-16
1003,244,"Quiz 5",92.2,2022-05-09
1004,244,"Quiz 6",93.6,2022-03-06
1005,245,"Quiz 1",61.0,2022-02-05
1006,245,"Quiz 2",52.3,2022-03-04
1007,245,"Quiz 3",38.5,2022-02-08
1008,246,"Quiz 1",55.3,2022-11-18
1009,246,"Quiz 2",51.1,2022-11-21
1010,246,"Quiz 3",28.9,2022-12-23
1011,246,"Quiz 4",54.2,2022-11-21
1012,247,"Quiz 1",64.2,2022-10-21
1013,247,"Quiz 2",100.0,2022-11-10
1014,247,"Quiz 3",84.4,2022-11-13
1015,247,"Quiz 4",81.8,2022-10-25
1016,247,"Quiz 5",71.5,2022-11-06
1017,248,"Quiz 1",24.4,2023-01-13
1018,248,"Quiz 2",17.3,2022-12-26
1019,249,"Quiz 1",46.8,2023-01-02
1020,249,"Quiz 2",38.8,2023-01-10
1021,249,"Quiz 3",42.3,2022-12-26
1022,250,"Quiz 1",72.2,2023-02-13
1023,250,"Quiz 2",81.7,2023-01-26
1024,250,"Quiz 3",100.0,2023-01-31
1025,250,"Quiz 4",69.0,2023-02-01
1026,251,"Quiz 1",89.1,2023-01-14
1027,251,"Quiz 2",72.9,2023-01-22
1028,251,"Quiz 3",100.0,2023-03-02
1029,251,"Quiz 4",76.3,2023-03-21
1030,251,"Quiz 5",76.1,2023-03-01
1031,252,"Quiz 1",100.0,2022-12-06
1032,252,"Quiz 2",93.6,2022-12-29
1033,252,"Quiz 3",91.1,2022-12-07
1034,252,"Quiz 4",88.8,2022-12-04
1035,252,"Quiz 5",58.8,2022-12-13
1036,252,"Quiz 6",82.9,2022-12-03
1037,253,"Quiz 1",93.3,2023-08-13
1038,253,"Quiz 2",85.2,2023-08-13
1039,253,"Quiz 3",74.1,2023-08-18
1040,254,"Quiz 1",85.9,2023-06-18
1041,254,"Quiz 2",62.6,2023-07-01
1042,255,"Quiz 1",27.1,2023-08-31
1043,255,"Quiz 2",6.2,2023-09-15
1044,255,"Quiz 3",25.4,2023-10-02
1045,255,"Quiz 4",41.6,2023-08-26
1046,256,"Quiz 1",6.0,2022-11-17
1047,256,"Quiz 2",18.3,2022-12-23
1048,256,"Quiz 3",33.2,2022-11-27
1049,256,"Quiz 4",31.5,2022-12-28
1050,257,"Quiz 1",53.7,2022-10-30
1051,257,"Quiz 2",26.8,2022-11-06
1052,258,"Quiz 1",92.5,2022-10-23
1053,258,"Quiz 2",83.8,2022-10-25
1054,258,"Quiz 3",85.3,2022-11-16
1055,259,"Quiz 1",81.3,2023-02-05
1056,259,"Quiz 2",100.0,2022-12-20
1057,259,"Quiz 3",100.0,2023-02-20
1058,260,"Quiz 1",100.0,2022-10-24
1059,260,"Quiz 2",88.1,2022-10-30
1060,260,"Quiz 3",79.8,2022-11-29
1061,260,"Quiz 4",94.2,2022-11-25
1062,260,"Quiz 5",100.0,2022-11-25
1063,261,"Quiz 1",68.9,2022-08-03
1064,261,"Quiz 2",87.0,2022-07-22
1065,261,"Quiz 3",78.3,2022-08-08
1066,261,"Quiz 4",70.9,2022-08-15
1067,261,"Quiz 5",80.7,2022-07-12
1068,261,"Quiz 6",73.1,2022-08-18
1069,262,"Quiz 1",100.0,2022-10-10
1070,262,"Quiz 2",99.8,2022-10-25
1071,263,"Quiz 1",71.1,2022-09-09
1072,263,"Quiz 2",81.5,2022-09-06
1073,263,"Quiz 3",100.0,2022-09-09
1074,263,"Quiz 4",94.7,2022-08-18
1075,263,"Quiz 5",99.4,2022-08-16
1076,264,"Quiz 1",73.0,2023-06-30
1077,264,"Quiz 2",98.8,2023-06-17
1078,264,"Quiz 3",74.7,2023-06-29
1079,264,"Quiz 4",73.1,2023-06-12
1080,264,"Quiz 5",85.1,2023-06-23
1081,265,"Quiz 1",74.7,2023-03-30
1082,265,"Quiz 2",85.6,2023-04-21
1083,265,"Quiz 3",71.4,2023-05-02
1084,265,"Quiz 4",95.1,2023-04-22
1085,266,"Quiz 1",100.0,2023-07-18
1086,266,"Quiz 2",100.0,2023-07-17
1087,266,"Quiz 3",92.5,2023-09-18
1088,267,"Quiz 1",87.0,2023-08-21
1089,267,"Quiz 2",84.4,2023-06-19
1090,267,"Quiz 3",92.0,2023-07-10
1091,267,"Quiz 4",100.0,2023-07-22
1092,267,"Quiz 5",85.7,2023-07-19
1093,267,"Quiz 6",89.1,2023-08-02
1094,268,"Quiz 1",82.1,2022-04-12
1095,268,"Quiz 2",90.1,2022-05-05
1096,268,"Quiz 3",100.0,2022-05-10
1097,269,"Quiz 1",14.1,2022-01-15
1098,269,"Quiz 2",15.4,2022-01-09
1099,270,"Quiz 1",64.2,2022-02-21
1100,270,"Quiz 2",91.5,2022-03-10
1101,271,"Quiz 1",74.9,2022-03-07
1102,271,"Quiz 2",85.2,2022-03-06
1103,271,"Quiz 3",89.3,2022-02-07
1104,271,"Quiz 4",89.3,2022-02-26
1105,272,"Quiz 1",92.3,2023-07-16
1106,272,"Quiz 2",99.1,2023-08-16
1107,272,"Quiz 3",88.8,2023-07-27
1108,272,"Quiz 4",80.9,2023-07-16
1109,272,"Quiz 5",95.8,2023-06-05
1110,272,"Quiz 6",92.0,2023-07-25
1111,273,"Quiz 1",95.4,2023-09-10
1112,273,"Quiz 2",93.4,2023-09-14
1113,274,"Quiz 1",75.3,2023-08-28
1114,274,"Quiz 2",96.4,2023-09-22
1115,274,"Quiz 3",83.3,2023-09-01
1116,274,"Quiz 4",100.0,2023-09-27
1117,275,"Quiz 1",28.5,2023-06-18
1118,275,"Quiz 2",33.1,2023-07-20
1119,275,"Quiz 3",25.0,2023-07-31
1120,276,"Quiz 1",83.5,2023-08-17
1121,276,"Quiz 2",89.3,2023-08-06
1122,277,"Quiz 1",96.8,2023-07-15
1123,277,"Quiz 2",83.9,2023-07-19
1124,277,"Quiz 3",91.9,2023-08-02
1125,277,"Quiz 4",75.5,2023-06-19
1126,278,"Quiz 1",75.0,2022-06-07
1127,278,"Quiz 2",94.0,2022-05-14
1128,278,"Quiz 3",93.4,2022-06-30
1129,278,"Quiz 4",88.7,2022-06-28
1130,279,"Quiz 1",100.0,2022-08-06
1131,279,"Quiz 2",100.0,2022-07-26
1132,280,"Quiz 1",32.5,2022-07-17
1133,280,"Quiz 2",20.8,2022-07-22
1134,280,"Quiz 3",46.4,2022-07-13
1135,280,"Quiz 4",13.4,2022-07-16
1136,281,"Quiz 1",88.3,2023-01-27
1137,281,"Quiz 2",89.5,2023-01-03
1138,281,"Quiz 3",76.0,2023-02-06
1139,281,"Quiz 4",96.7,2023-03-02
1140,281,"Quiz 5",100.0,2023-01-24
1141,281,"Quiz 6",82.9,2023-03-12
1142,282,"Quiz 1",100.0,2023-02-25
1143,282,"Quiz 2",88.9,2023-03-15
1144,282,"Quiz 3",76.4,2023-02-02
1145,282,"Quiz 4",100.0,2023-02-22
1146,283,"Quiz 1",68.3,2022-12-01
1147,283,"Quiz 2",72.9,2022-11-15
1148,283,"Quiz 3",94.8,2022-11-29
1149,283,"Quiz 4",92.3,2022-11-28
1150,283,"Quiz 5",92.8,2022-11-21
1151,283,"Quiz 6",82.1,2022-12-15
1152,284,"Quiz 1",86.9,2023-01-04
1153,284,"Quiz 2",69.8,2022-12-25
1154,284,"Quiz 3",78.0,2023-02-02
1155,284,"Quiz 4",83.0,2022-12-28
1156,284,"Quiz 5",85.8,2023-01-19
1157,284,"Quiz 6",92.2,2023-01-14
1158,285,"Quiz 1",42.8,2023-09-25
1159,285,"Quiz 2",36.5,2023-10-27
1160,285,"Quiz 3",49.4,2023-10-05
1161,286,"Quiz 1",0.9,2023-08-19
1162,286,"Quiz 2",29.4,2023-08-10
1163,287,"Quiz 1",81.1,2022-07-22
1164,287,"Quiz 2",89.4,2022-08-23
1165,287,"Quiz 3",60.7,2022-08-26
1166,288,"Quiz 1",33.6,2022-06-17
1167,288,"Quiz 2",20.1,2022-07-04
1168,288,"Quiz 3",25.5,2022-07-05
1169,288,"Quiz 4",12.7,2022-08-14
1170,288,"Quiz 5",27.8,2022-08-10
1171,289,"Quiz 1",84.7,2023-01-10
1172,289,"Quiz 2",89.4,2023-03-25
1173,289,"Quiz 3",55.9,2023-03-25
1174,290,"Quiz 1",0.0,2023-02-15
1175,290,"Quiz 2",3.7,2023-01-01
1176,290,"Quiz 3",2.9,2023-01-29
1177,290,"Quiz 4",12.1,2023-02-10
1178,290,"Quiz 5",3.8,2023-02-16
1179,290,"Quiz 6",17.2,2023-01-30
1180,291,"Quiz 1",90.6,2023-09-01
1181,291,"Quiz 2",81.7,2023-08-04
1182,291,"Quiz 3",92.1,2023-09-05
1183,292,"Quiz 1",83.4,2023-10-10
1184,292,"Quiz 2",85.3,2023-09-25
1185,292,"Quiz 3",96.2,2023-09-13
1186,292,"Quiz 4",90.3,2023-10-16
1187,292,"Quiz 5",96.5,2023-10-11
1188,292,"Quiz 6",100.0,2023-09-19
1189,293,"Quiz 1",85.6,2023-01-29
1190,293,"Quiz 2",89.0,2022-12-27
1191,293,"Quiz 3",100.0,2023-01-24
1192,293,"Quiz 4",84.5,2022-12-07
1193,293,"Quiz 5",83.6,2023-01-30
1194,294,"Quiz 1",86.3,2023-01-06
1195,294,"Quiz 2",86.5,2023-01-04
1196,295,"Quiz 1",76.1,2023-04-05
1197,295,"Quiz 2",89.8,2023-05-07
1198,295,"Quiz 3",88.7,2023-04-21
1199,295,"Quiz 4",91.0,2023-04-07
1200,295,"Quiz 5",100.0,2023-04-20
1201,295,"Quiz 6",76.5,2023-05-07
1202,296,"Quiz 1",27.4,2023-05-13
1203,296,"Quiz 2",35.8,2023-05-26
1204,296,"Quiz 3",42.8,2023-05-27
