log_id,enrollment_id,week_number,videos_watched,quizzes_taken,quiz_avg_score,forum_posts,hours_spent
1896,295,5,0,3,92.7,4,8.0
1897,296,1,2,1,56.7,0,0.8
1898,296,2,0,2,44.4,0,0.5
1899,296,3,2,2,59.5,0,1.8
1900,296,4,2,0,,0,3.9
1901,296,5,2,1,41.6,0,1.8
1902,297,1,6,0,,3,4.5
1903,297,2,3,1,117.4,2,7.8
1904,297,3,2,0,,1,5.4
1905,297,4,3,1,88.3,4,4.1
1906,297,5,5,1,83.1,0,10.9
1907,297,6,5,0,,3,4.5
1908,297,7,2,2,97.2,4,2.7
1909,297,8,4,0,,1,4.3
1910,297,9,5,0,,2,6.2
1911,297,10,4,1,105.4,2,3.4
1912,298,1,2,4,83.8,3,8.9
1913,298,2,5,1,96.3,0,2.6
1914,298,3,0,4,79.2,0,6.6
1915,298,4,4,0,,4,7.5
1916,298,5,0,1,88.9,3,6.4
1917,298,6,2,1,100.0,0,8.9
1918,298,7,5,0,,0,3.4
1919,298,8,6,4,90.8,2,3.7
1920,298,9,3,0,,3,9.8
1921,298,10,6,4,85.2,4,6.2
1922,298,11,1,1,89.1,0,6.5
1923,298,12,0,2,90.0,3,6.8
1924,299,1,0,0,,2,4.8
1925,299,2,4,0,,0,8.0
1926,299,3,4,2,79.6,0,4.6
1927,299,4,3,4,88.3,3,5.7
1928,300,1,3,0,,0,2.6
1929,300,2,2,0,,1,5.0
1930,300,3,0,1,60.6,0,3.6
1931,300,4,3,1,42.6,1,0.0
1932,300,5,0,2,58.6,0,4.0
1933,301,1,1,0,,0,0.0
1934,302,1,4,0,,3,5.9
1935,302,2,5,3,78.6,1,7.2
1936,302,3,4,1,108.8,2,5.6
1937,302,4,5,0,,0,6.2
1938,302,5,0,4,111.3,3,6.3
1939,302,6,1,3,81.0,4,5.8
1940,302,7,3,0,,1,3.6
1941,302,8,1,2,86.1,0,5.3
1942,302,9,5,2,75.3,4,6.9
1943,302,10,6,0,,4,4.3
1944,302,11,5,0,,2,7.9
1945,302,12,2,4,90.7,3,6.3
1946,302,13,2,4,93.6,4,4.1
1947,302,14,5,4,80.0,4,4.0
1948,303,1,4,3,81.5,1,4.0
1949,303,2,2,4,91.7,4,6.2
1950,303,3,2,4,70.1,1,2.3
1951,303,4,1,1,104.9,1,8.4
1952,303,5,2,1,91.7,4,3.9
1953,304,1,2,2,45.5,0,5.2
1954,304,2,0,1,43.9,0,7.3
1955,304,3,0,0,,1,0.2
1956,304,4,2,0,,0,0.4
1957,304,5,1,1,60.5,1,5.3
1958,304,6,3,1,58.1,1,0.1
1959,304,7,1,0,,1,0.0
1960,305,1,6,4,81.0,2,5.6
1961,305,2,0,1,88.0,3,6.0
1962,305,3,5,4,89.6,3,2.5
1963,305,4,3,0,,0,3.4
1964,305,5,0,3,86.1,1,6.0
1965,305,6,6,4,76.6,0,10.6
1966,305,7,0,0,,3,3.3
1967,305,8,2,0,,2,5.5
1968,305,9,5,4,104.7,0,7.5
1969,306,1,3,1,94.9,0,5.5
1970,306,2,1,3,79.4,3,4.7
1971,306,3,2,0,,4,3.6
1972,306,4,6,0,,3,5.4
1973,306,5,3,0,,1,2.3
1974,306,6,4,4,105.8,0,7.4
1975,306,7,3,4,86.4,1,4.6
1976,306,8,1,1,85.9,1,6.2
1977,306,9,2,2,88.7,2,4.8
1978,306,10,3,0,,3,5.2
1979,307,1,1,3,98.4,1,8.5
1980,307,2,2,1,65.2,3,3.4
1981,307,3,2,3,90.3,0,6.8
1982,307,4,5,4,100.1,2,5.1
1983,307,5,5,1,102.5,4,5.5
1984,307,6,3,2,94.9,4,9.6
1985,307,7,3,2,94.9,2,7.5
1986,307,8,1,2,89.8,0,4.0
1987,307,9,1,3,97.4,3,5.4
1988,307,10,1,0,,0,4.9
1989,307,11,6,1,76.8,4,2.9
1990,308,1,0,0,,0,4.2
1991,308,2,1,0,,0,2.5
1992,308,3,2,0,,0,5.4
1993,308,4,2,1,16.4,0,4.7
1994,309,1,3,2,95.2,0,6.4
1995,309,2,3,0,,2,3.5
1996,309,3,3,4,92.3,1,6.6
1997,309,4,0,4,98.3,3,8.0
1998,309,5,6,4,102.3,4,5.3
1999,309,6,6,2,91.3,4,8.8
2000,309,7,2,4,106.7,1,2.4
2001,309,8,0,2,97.4,1,1.3
2002,309,9,5,4,75.4,2,7.3
2003,309,10,4,2,85.0,4,4.6
2004,309,11,2,4,75.9,0,5.8
2005,309,12,2,2,78.0,3,6.7
2006,310,1,4,1,103.6,2,6.5
2007,310,2,3,0,,4,8.6
2008,310,3,3,3,95.5,4,4.1
2009,310,4,1,4,88.0,4,8.0
2010,310,5,5,1,84.0,1,4.9
2011,310,6,3,0,,4,8.4
2012,310,7,2,4,104.4,1,6.0
2013,310,8,2,0,,2,8.2
2014,310,9,6,2,80.1,3,4.0
2015,310,10,5,3,99.5,4,8.9
2016,310,11,1,2,93.6,4,7.5
2017,311,1,2,1,43.7,0,0.0
2018,311,2,0,0,,1,1.1
2019,312,1,2,4,105.2,4,6.4
2020,312,2,1,4,80.6,0,4.1
2021,312,3,2,0,,3,5.3
2022,312,4,4,2,113.5,4,4.7
2023,312,5,2,0,,4,5.0
2024,312,6,5,2,100.5,2,6.2
2025,312,7,5,4,96.5,0,9.0
2026,312,8,6,4,75.3,0,6.9
2027,312,9,3,4,87.8,3,6.7
2028,312,10,6,2,95.7,4,6.3
2029,312,11,0,2,107.7,1,5.3
2030,313,1,3,2,100.3,0,8.8
2031,313,2,6,1,91.4,0,5.3
2032,313,3,0,0,,2,9.4
2033,313,4,1,3,80.9,0,7.6
2034,313,5,5,4,77.3,4,5.6
2035,313,6,5,1,90.1,2,5.8
2036,313,7,1,1,96.9,2,4.0
2037,313,8,3,1,108.0,4,3.0
2038,313,9,6,3,68.4,4,8.5
2039,313,10,4,3,92.9,3,3.9
2040,314,1,1,0,,0,1.9
2041,314,2,1,2,65.7,1,0.0
2042,314,3,1,0,,0,2.9
2043,314,4,0,0,,0,2.6
2044,315,1,0,4,94.0,4,8.7
2045,315,2,5,1,86.6,2,4.5
2046,315,3,6,4,80.3,4,5.7
2047,315,4,4,3,105.9,1,10.0
2048,316,1,1,0,,0,0.0
2049,316,2,0,2,42.8,0,2.7
2050,316,3,0,0,,0,1.5
2051,317,1,3,0,,3,2.7
2052,317,2,1,1,83.5,2,3.5
2053,317,3,2,2,67.0,1,4.3
2054,317,4,3,1,89.8,2,1.2
2055,317,5,1,0,,3,2.7
2056,317,6,1,0,,3,6.8
2057,318,1,2,2,39.5,0,5.4
2058,318,2,0,0,,1,1.4
2059,318,3,0,0,,0,0.5
2060,319,1,1,4,98.5,4,6.7
2061,319,2,2,2,102.2,3,8.3
2062,319,3,3,3,101.2,1,7.1
2063,319,4,1,0,,4,7.7
2064,319,5,2,2,98.7,3,4.0
2065,319,6,4,0,,1,8.1
2066,319,7,6,4,81.5,3,8.6
2067,319,8,3,0,,1,6.0
2068,319,9,0,2,90.5,3,10.3
2069,319,10,6,4,103.5,1,4.3
2070,320,1,5,3,91.3,4,2.0
2071,320,2,3,2,89.6,1,4.9
2072,320,3,2,4,75.0,2,7.1
2073,320,4,3,0,,0,8.6
2074,320,5,1,0,,2,7.5
2075,320,6,3,0,,4,5.8
2076,321,1,0,2,92.5,4,7.5
2077,321,2,1,0,,4,8.0
2078,321,3,4,3,70.3,3,8.6
2079,321,4,3,0,,4,7.5
2080,321,5,0,1,78.7,1,7.7
2081,321,6,0,1,101.0,3,9.4
2082,321,7,3,3,90.1,0,4.9
2083,321,8,4,0,,0,7.5
2084,322,1,1,4,89.9,2,4.6
2085,322,2,4,1,81.8,4,6.8
2086,322,3,0,1,70.3,2,7.1
2087,322,4,6,4,103.5,2,8.1
2088,322,5,1,0,,0,5.2
2089,322,6,5,3,107.3,4,7.2
2090,322,7,0,4,97.0,2,7.1
2091,322,8,2,3,89.4,1,9.7
2092,322,9,1,2,92.0,2,5.3
2093,322,10,0,0,,1,2.2
2094,323,1,0,1,23.5,0,4.1
2095,324,1,1,4,87.1,4,9.0
2096,324,2,0,3,96.0,3,6.3
2097,324,3,1,1,88.4,1,7.6
2098,324,4,0,2,80.5,2,5.7
2099,324,5,6,0,,1,10.0
2100,325,1,2,1,56.6,0,4.7
2101,325,2,0,0,,1,2.8
2102,325,3,3,1,55.3,0,3.3
2103,325,4,0,2,57.2,1,4.3
2104,326,1,6,0,,2,5.4
2105,326,2,1,4,79.3,0,5.2
2106,326,3,0,3,92.5,1,3.4
2107,326,4,6,2,112.9,2,10.9
2108,326,5,3,2,85.3,1,6.4
2109,326,6,5,1,84.1,0,8.1
2110,326,7,2,4,91.2,4,5.0
2111,326,8,5,3,80.3,4,6.0
2112,326,9,0,4,92.5,0,1.9
2113,326,10,6,1,125.3,4,3.0
2114,326,11,3,2,100.7,3,7.6
2115,326,12,1,0,,2,4.6
2116,326,13,4,0,,4,6.1
2117,326,14,6,3,95.4,0,11.5
2118,327,1,0,0,,2,3.8
2119,327,2,4,0,,4,4.7
2120,327,3,6,2,82.2,0,5.2
2121,327,4,2,1,103.3,4,6.7
2122,328,1,5,0,,3,4.1
2123,328,2,2,0,,3,7.7
2124,328,3,3,0,,1,6.3
2125,328,4,0,3,98.0,3,4.6
2126,328,5,6,1,86.7,2,4.7
2127,328,6,5,4,92.7,4,3.8
2128,328,7,0,4,82.6,3,6.3
2129,328,8,6,2,86.5,1,8.9
2130,329,1,6,1,82.2,2,3.5
2131,329,2,0,4,106.8,1,4.8
2132,329,3,2,4,77.9,4,4.8
2133,329,4,3,1,93.3,3,5.5
2134,330,1,4,3,96.7,1,4.9
2135,330,2,1,0,,3,9.9
2136,330,3,4,4,83.2,1,4.1
2137,330,4,4,2,85.3,3,8.3
2138,330,5,0,0,,2,5.0
2139,330,6,4,0,,3,3.8
2140,330,7,0,1,91.8,1,5.4
2141,330,8,4,3,92.9,0,6.3
2142,330,9,1,4,75.2,3,4.8
2143,331,1,1,0,,1,3.1
2144,331,2,0,1,39.4,0,3.3
2145,332,1,5,3,92.9,1,5.1
2146,332,2,4,3,82.0,2,6.2
2147,332,3,4,1,70.7,2,7.2
2148,332,4,2,3,74.9,2,6.5
2149,332,5,1,2,87.9,0,4.3
2150,333,1,0,3,83.2,1,8.0
2151,333,2,1,4,89.1,3,5.4
2152,333,3,0,4,87.8,0,6.7
2153,333,4,6,0,,4,6.4
2154,333,5,6,1,79.5,4,8.6
2155,333,6,5,1,110.3,3,6.0
2156,333,7,0,1,93.6,0,9.1
2157,333,8,2,1,93.0,2,5.9
2158,334,1,6,1,87.4,4,4.5
2159,334,2,3,3,96.3,3,4.1
2160,334,3,5,0,,4,7.1
2161,334,4,4,4,95.5,4,4.3
2162,334,5,5,0,,3,4.2
2163,334,6,3,4,94.9,3,7.3
2164,334,7,2,3,57.5,1,5.3
2165,334,8,6,2,73.9,3,2.9
2166,334,9,2,4,77.0,4,7.4
2167,334,10,6,1,85.8,4,3.5
2168,334,11,4,3,85.5,4,8.2
2169,334,12,2,0,,2,5.2
2170,334,13,2,0,,0,7.3
2171,334,14,0,4,99.0,1,8.0
2172,335,1,0,3,103.3,0,7.4
2173,335,2,1,4,73.3,3,5.2
2174,335,3,1,3,86.0,1,7.9
2175,335,4,0,4,82.2,4,5.1
2176,335,5,0,3,86.8,4,6.1
2177,335,6,5,4,88.3,4,7.0
2178,335,7,4,2,93.6,3,7.5
2179,336,1,2,3,90.6,3,3.8
2180,336,2,2,0,,3,5.8
2181,336,3,2,1,74.5,1,6.2
2182,336,4,0,3,65.2,1,5.7
2183,336,5,2,3,100.4,3,6.3
2184,336,6,1,3,63.7,2,5.3
2185,337,1,1,1,37.1,0,0.0
2186,337,2,0,1,41.8,0,2.8
2187,337,3,0,0,,0,2.6
2188,338,1,1,4,70.3,3,3.3
2189,338,2,6,0,,2,0.0
2190,338,3,3,2,100.7,1,4.6
2191,338,4,1,0,,1,4.4
2192,338,5,0,1,82.9,3,5.7
2193,338,6,2,1,76.0,3,7.3
2194,339,1,2,3,87.0,1,7.0
2195,339,2,6,0,,0,6.8
2196,339,3,5,3,95.1,2,6.3
2197,339,4,5,3,76.3,4,5.4
2198,339,5,3,3,61.5,3,6.1
2199,339,6,2,1,82.6,3,6.6
2200,339,7,6,4,95.7,4,5.1
2201,339,8,0,3,94.2,2,5.3
2202,339,9,0,0,,4,3.2
2203,339,10,6,3,108.2,2,5.1
2204,339,11,2,1,103.4,1,6.6
2205,339,12,2,4,84.4,4,6.0
2206,339,13,1,2,101.9,0,2.6
2207,339,14,0,0,,4,9.7
2208,340,1,6,4,93.1,2,8.4
2209,340,2,5,0,,3,4.9
2210,340,3,5,4,85.8,0,9.0
2211,340,4,6,2,91.5,1,5.4
2212,340,5,4,3,86.0,4,4.5
2213,341,1,1,0,,0,4.6
2214,341,2,6,4,65.1,2,4.7
2215,341,3,1,2,94.6,4,7.0
2216,341,4,5,1,85.0,1,5.3
2217,341,5,1,4,91.5,0,4.9
2218,341,6,5,4,80.0,1,6.0
2219,341,7,4,1,102.0,4,5.7
2220,341,8,0,4,83.5,1,5.5
2221,341,9,0,0,,0,7.4
2222,341,10,0,0,,0,6.1
2223,342,1,5,1,87.3,4,5.3
2224,342,2,6,0,,3,5.4
2225,342,3,6,4,107.2,1,6.6
2226,342,4,6,4,98.1,2,7.7
2227,342,5,0,0,,1,2.9
2228,342,6,5,0,,3,7.0
2229,342,7,1,0,,2,4.2
2230,342,8,6,2,113.1,4,4.3
2231,343,1,0,1,94.1,2,8.2
2232,343,2,2,0,,3,6.0
2233,343,3,4,4,88.4,0,8.8
2234,343,4,4,4,107.1,1,6.3
2235,343,5,3,3,82.0,1,5.5
2236,343,6,3,4,88.0,3,3.5
2237,343,7,1,3,76.3,4,3.8
2238,343,8,1,4,78.4,4,7.0
2239,343,9,0,3,75.1,3,5.4
2240,343,10,6,4,92.2,4,6.2
2241,343,11,3,1,77.4,4,8.9
2242,343,12,3,3,103.3,1,6.4
2243,344,1,3,0,,2,3.0
2244,344,2,0,0,,2,9.6
2245,344,3,3,2,70.3,2,0.0
2246,344,4,0,3,78.1,3,2.3
2247,344,5,5,1,84.0,3,4.5
2248,344,6,0,0,,1,7.9
2249,344,7,2,0,,3,7.3
2250,344,8,1,1,75.9,1,3.5
2251,344,9,4,0,,3,3.9
2252,344,10,0,2,78.1,1,3.4
2253,344,11,0,2,75.8,0,3.5
2254,344,12,2,3,80.8,1,4.3
2255,345,1,3,1,103.1,1,6.8
2256,345,2,6,3,82.9,1,1.5
2257,345,3,4,2,89.6,2,6.9
2258,345,4,4,4,90.1,1,6.8
2259,345,5,3,1,96.6,0,7.4
2260,345,6,3,4,97.9,2,6.7
2261,345,7,6,2,90.1,4,3.9
2262,345,8,0,0,,0,3.4
2263,345,9,4,2,103.6,3,5.6
2264,345,10,6,0,,0,5.2
2265,345,11,5,0,,2,7.9
2266,346,1,2,0,,0,3.7
2267,346,2,2,0,,0,1.8
2268,347,1,4,4,114.6,1,3.5
2269,347,2,6,2,91.6,0,5.2
2270,347,3,0,2,87.1,4,7.0
2271,347,4,5,4,77.5,0,7.7
2272,348,1,4,3,94.5,0,5.9
2273,348,2,4,4,79.1,1,12.7
2274,348,3,2,4,87.8,4,6.6
2275,348,4,1,2,98.0,1,1.8
2276,348,5,5,2,109.0,3,8.1
2277,348,6,2,2,83.7,0,4.0
2278,348,7,2,0,,3,6.7
2279,348,8,2,3,83.2,2,4.7
2280,348,9,3,1,91.7,0,7.2
2281,348,10,4,0,,4,10.0
2282,348,11,2,0,,0,4.3
2283,348,12,3,2,88.2,4,3.1
2284,348,13,0,1,93.4,0,6.5
2285,348,14,3,4,94.2,0,5.7
2286,349,1,1,1,63.0,0,0.0
2287,349,2,1,0,,0,2.8
2288,349,3,2,2,48.0,1,3.9
2289,349,4,1,1,50.9,0,4.2
2290,349,5,1,2,55.8,0,4.9
2291,349,6,2,1,48.3,1,5.0
2292,350,1,0,0,,3,2.6
2293,350,2,2,1,94.4,0,4.5
2294,350,3,1,0,,0,4.9
2295,350,4,0,1,82.7,3,7.7
2296,350,5,2,0,,0,5.9
2297,350,6,4,2,62.2,1,2.0
2298,350,7,5,2,87.7,1,3.2
2299,351,1,3,3,87.0,1,6.1
2300,351,2,3,4,88.4,1,9.0
2301,351,3,5,1,82.5,4,5.3
2302,351,4,5,2,91.3,3,5.7
2303,351,5,3,3,76.1,1,8.7
2304,351,6,2,2,95.9,2,6.1
2305,351,7,6,0,,0,0.2
2306,351,8,2,2,91.2,1,7.0
2307,351,9,0,3,86.2,4,5.9
2308,351,10,5,1,103.2,4,5.7
2309,351,11,6,1,84.6,2,5.6
2310,352,1,2,1,86.4,0,8.5
2311,352,2,0,3,107.6,3,2.7
2312,352,3,4,0,,2,7.2
2313,352,4,5,2,111.9,3,4.8
2314,352,5,2,4,63.4,3,4.0
2315,353,1,0,1,99.5,3,3.6
2316,353,2,0,2,89.2,3,9.5
2317,353,3,5,1,78.1,0,6.1
2318,353,4,2,1,77.6,1,4.7
2319,353,5,1,1,68.0,3,4.9
2320,353,6,5,1,74.6,0,2.7
2321,353,7,0,3,97.9,0,4.3
2322,354,1,1,0,,3,5.4
2323,354,2,0,2,89.0,1,2.6
2324,354,3,5,4,92.3,1,11.1
2325,354,4,4,1,101.4,4,7.9
2326,354,5,1,4,83.8,2,4.0
2327,354,6,6,0,,0,9.6
2328,354,7,4,1,98.2,1,8.9
2329,354,8,0,0,,1,3.4
2330,355,1,0,1,65.6,0,1.7
2331,355,2,2,0,,0,2.2
2332,355,3,0,0,,0,0.0
2333,356,1,5,0,,1,5.1
2334,356,2,6,1,94.7,4,7.5
2335,356,3,0,3,95.0,2,5.9
2336,356,4,6,0,,2,6.1
2337,356,5,5,4,92.3,3,9.7
2338,356,6,3,2,79.4,4,7.6
2339,357,1,6,2,99.0,1,6.8
2340,357,2,1,4,107.6,0,8.0
2341,357,3,3,3,93.4,3,6.1
2342,357,4,4,2,100.2,3,5.6
2343,358,1,2,2,106.5,0,4.0
2344,358,2,1,2,93.9,4,6.4
2345,358,3,4,3,74.2,2,8.9
2346,358,4,3,1,90.8,3,7.4
2347,358,5,3,1,108.0,3,6.7
2348,358,6,2,1,86.6,2,6.4
2349,358,7,1,2,100.1,4,5.5
2350,358,8,1,0,,4,4.5
2351,358,9,6,4,73.7,4,2.2
2352,359,1,1,0,,1,4.8
2353,359,2,2,1,34.3,0,5.7
2354,359,3,2,2,44.4,0,3.7
2355,359,4,1,0,,0,5.0
2356,359,5,0,0,,1,4.8
2357,359,6,3,0,,1,1.4
2358,360,1,3,2,71.9,4,8.9
2359,360,2,6,4,76.6,3,8.4
2360,360,3,1,2,94.4,2,6.9
2361,360,4,2,0,,4,5.9
2362,360,5,2,4,88.8,2,2.3
2363,360,6,1,3,89.1,4,8.2
2364,360,7,2,4,103.7,3,2.9
2365,360,8,1,0,,1,8.3
2366,360,9,0,3,95.5,1,4.8
2367,360,10,2,4,97.8,3,5.9
2368,361,1,1,1,39.1,1,3.5
2369,361,2,1,1,60.6,0,1.4
2370,361,3,0,0,,0,0.8
2371,361,4,2,0,,1,6.1
2372,362,1,2,2,89.6,4,4.8
2373,362,2,6,3,88.8,3,9.8
2374,362,3,0,0,,3,7.8
2375,362,4,6,0,,4,10.9
2376,362,5,3,2,103.1,1,3.4
2377,363,1,0,0,,2,1.7
2378,363,2,2,4,88.3,0,5.5
2379,363,3,1,3,93.9,1,5.0
2380,363,4,0,2,94.3,1,8.1
2381,363,5,0,3,98.3,4,6.3
2382,363,6,5,0,,1,6.2
2383,363,7,5,0,,3,3.6
2384,363,8,1,0,,1,7.4
2385,363,9,2,2,96.7,1,4.0
2386,363,10,5,0,,4,5.8
2387,363,11,5,1,77.4,3,4.7
2388,364,1,1,1,27.3,0,0.0
2389,364,2,1,0,,0,2.3
2390,364,3,2,1,44.5,0,1.1
2391,365,1,0,0,,1,2.9
2392,365,2,0,0,,1,2.6
2393,366,1,5,0,,3,4.1
2394,366,2,3,2,73.4,4,8.2
2395,366,3,3,1,76.6,2,4.5
2396,366,4,1,1,92.8,1,11.7
2397,366,5,1,1,86.8,4,6.9
2398,366,6,4,2,90.5,2,7.8
2399,366,7,5,4,89.8,1,5.4
2400,366,8,5,1,75.5,1,5.8
2401,366,9,0,3,80.7,1,7.2
2402,366,10,2,1,77.5,2,3.6
2403,367,1,0,3,86.5,4,4.7
2404,367,2,2,0,,4,5.9
2405,367,3,5,0,,1,6.3
2406,367,4,6,3,96.7,4,8.6
2407,367,5,6,2,86.3,3,4.8
2408,367,6,5,2,83.4,2,7.1
2409,367,7,6,3,98.4,4,6.5
2410,367,8,0,1,103.5,2,4.9
2411,367,9,0,3,97.8,0,5.8
2412,368,1,0,1,47.7,0,1.5
2413,368,2,0,0,,1,3.1
2414,368,3,0,0,,0,3.1
2415,369,1,4,3,91.3,3,7.2
2416,369,2,3,1,101.9,1,7.3
2417,369,3,1,3,81.3,0,3.6
2418,369,4,3,2,81.3,4,1.1
2419,369,5,4,3,83.8,1,4.3
2420,369,6,6,1,104.2,2,4.9
2421,369,7,1,0,,4,8.9
2422,369,8,2,2,99.3,1,8.4
2423,369,9,5,4,92.3,2,6.4
2424,370,1,1,1,46.5,0,1.9
2425,370,2,1,1,36.8,0,2.0
2426,371,1,0,1,33.6,0,1.5
2427,371,2,0,1,29.2,0,3.2
2428,371,3,0,1,44.7,0,1.5
2429,372,1,1,4,98.4,1,3.1
2430,372,2,3,2,93.5,1,9.9
2431,372,3,4,2,88.5,4,4.1
2432,372,4,4,2,81.2,4,2.5
2433,372,5,3,3,104.0,1,5.5
2434,372,6,2,2,98.5,1,5.5
2435,372,7,0,2,97.2,4,7.9
2436,372,8,4,4,99.0,1,6.0
2437,373,1,4,1,70.4,1,5.0
2438,373,2,4,3,79.6,2,6.8
2439,373,3,1,2,73.3,0,5.2
2440,373,4,4,3,79.1,0,6.7
2441,373,5,3,0,,1,2.5
2442,373,6,4,2,87.5,0,3.7
2443,373,7,3,2,83.8,1,1.8
2444,374,1,1,0,,0,0.0
2445,375,1,1,1,31.1,0,0.0
2446,376,1,3,3,104.3,1,7.2
2447,376,2,4,4,93.6,2,7.3
2448,376,3,1,1,92.0,3,7.6
2449,376,4,1,0,,1,8.5
2450,376,5,1,2,83.9,3,6.3
2451,376,6,1,0,,0,5.1
2452,377,1,2,1,30.7,1,2.9
2453,377,2,1,0,,0,1.1
2454,377,3,0,0,,0,5.9
2455,378,1,1,4,104.0,1,5.9
2456,378,2,0,1,98.9,4,6.2
2457,378,3,0,1,90.4,0,6.3
2458,378,4,1,1,89.7,0,8.2
2459,379,1,4,4,79.5,1,9.0
2460,379,2,5,0,,1,5.7
2461,379,3,0,0,,1,7.9
2462,379,4,1,4,82.7,3,5.5
2463,379,5,1,1,97.8,1,6.3
2464,379,6,0,1,79.3,4,5.4
2465,379,7,6,0,,0,4.9
2466,379,8,1,1,91.7,2,7.8
2467,380,1,0,1,19.7,0,0.0
2468,380,2,0,1,41.0,0,2.4
2469,381,1,2,2,39.8,0,5.2
2470,381,2,1,1,45.0,0,3.3
2471,382,1,6,4,88.6,0,4.0
2472,382,2,0,3,71.6,0,7.5
2473,382,3,5,0,,1,4.3
2474,382,4,4,1,82.0,4,8.1
2475,382,5,4,2,87.9,2,4.8
2476,382,6,5,0,,3,7.0
2477,382,7,3,3,93.7,2,6.0
2478,382,8,1,1,102.8,0,4.9
2479,383,1,1,0,,4,6.5
2480,383,2,2,2,83.9,2,1.9
2481,383,3,0,2,97.6,4,7.3
2482,383,4,4,4,80.1,2,8.2
2483,383,5,6,1,90.8,0,7.8
2484,383,6,3,4,79.4,2,9.1
2485,383,7,2,1,97.4,3,3.2
2486,383,8,1,3,90.3,3,5.1
2487,383,9,4,2,84.9,3,6.1
2488,383,10,3,3,96.4,2,6.3
2489,384,1,1,2,89.3,3,6.7
2490,384,2,1,0,,1,4.0
2491,384,3,5,3,78.0,1,3.4
2492,384,4,5,1,87.1,3,6.8
2493,384,5,2,1,95.0,0,4.8
2494,384,6,5,2,84.4,0,3.9
2495,384,7,0,1,72.7,1,5.2
2496,384,8,4,0,,0,4.1
2497,384,9,2,1,81.1,0,4.4
2498,384,10,1,1,98.3,0,7.6
2499,385,1,0,3,86.9,1,7.6
2500,385,2,6,0,,0,6.3
2501,385,3,4,3,84.0,3,4.5
2502,385,4,6,2,81.3,4,4.5
2503,385,5,3,3,104.4,2,7.9
2504,385,6,2,0,,4,5.3
2505,385,7,3,1,93.0,0,8.9
2506,385,8,4,1,87.7,1,3.9
2507,386,1,0,2,73.2,0,0.3
2508,386,2,0,3,82.9,3,3.3
2509,386,3,4,2,64.9,1,3.9
2510,386,4,4,1,85.5,0,6.6
2511,386,5,1,3,74.0,1,5.2
2512,386,6,0,0,,0,4.2
2513,386,7,1,2,81.2,1,3.7
2514,386,8,0,0,,2,4.6
2515,386,9,0,2,78.7,1,3.5
2516,386,10,4,0,,2,3.9
2517,386,11,3,1,73.8,0,6.9
2518,386,12,3,1,79.5,3,5.2
2519,387,1,3,0,,4,5.5
2520,387,2,5,4,94.2,3,7.0
2521,387,3,1,3,99.9,4,4.8
2522,387,4,0,0,,1,9.3
2523,387,5,1,4,91.7,1,4.7
2524,387,6,5,4,98.6,4,8.4
2525,387,7,5,1,86.2,4,7.0
2526,387,8,5,0,,4,2.9
2527,388,1,2,2,63.3,2,6.0
2528,388,2,0,2,59.1,0,2.2
2529,388,3,1,1,36.6,0,0.5
2530,388,4,3,2,53.0,2,1.8
2531,388,5,3,2,64.9,2,1.3
2532,388,6,2,1,52.9,2,2.5
2533,388,7,0,2,58.7,1,2.6
2534,389,1,1,2,74.5,3,7.8
2535,389,2,5,0,,3,5.0
2536,389,3,4,0,,3,1.2
2537,389,4,2,3,89.4,3,7.5
2538,389,5,4,2,90.7,3,6.2
2539,389,6,3,0,,0,2.8
2540,389,7,2,3,76.3,2,2.5
2541,389,8,4,2,75.2,3,4.5
2542,389,9,1,2,105.2,0,4.1
2543,389,10,3,2,84.7,1,3.2
2544,389,11,4,0,,3,6.9
2545,389,12,2,0,,2,5.3
2546,389,13,4,1,82.1,3,6.6
2547,390,1,4,0,,0,6.7
2548,390,2,4,2,84.7,2,2.6
2549,390,3,0,4,87.8,4,4.8
2550,390,4,5,0,,2,5.4
2551,391,1,1,0,,0,2.5
2552,391,2,1,1,32.5,0,5.3
2553,392,1,1,1,37.0,1,2.0
2554,392,2,2,0,,0,1.8
2555,392,3,2,0,,0,2.8
2556,392,4,0,2,47.7,0,0.9
2557,393,1,5,2,102.3,3,5.3
2558,393,2,6,2,102.1,3,10.1
2559,393,3,1,1,106.3,4,8.9
2560,393,4,4,3,93.8,3,5.2
2561,393,5,6,1,97.9,0,9.6
2562,393,6,4,0,,2,6.4
2563,393,7,5,2,113.1,3,6.4
2564,393,8,2,3,82.5,3,5.5
2565,394,1,2,2,84.0,1,4.2
2566,394,2,5,0,,0,5.5
2567,394,3,5,1,74.9,0,6.3
2568,394,4,5,3,83.3,1,8.2
2569,394,5,5,3,78.3,3,7.5
2570,395,1,0,3,98.5,0,10.2
2571,395,2,4,0,,2,7.5
2572,395,3,2,4,99.1,2,7.2
2573,395,4,2,3,91.2,1,7.9
2574,395,5,2,1,84.0,2,9.9
2575,395,6,0,3,99.7,4,7.8
2576,395,7,3,1,88.8,4,9.9
2577,395,8,1,0,,2,6.3
2578,396,1,3,0,,4,3.3
2579,396,2,3,4,83.9,4,5.7
2580,396,3,0,2,93.1,3,3.8
2581,396,4,1,0,,2,7.0
2582,396,5,2,0,,2,4.1
2583,396,6,1,0,,3,5.3
2584,396,7,6,1,80.4,2,5.7
2585,396,8,6,4,78.6,0,8.1
2586,396,9,0,2,97.7,3,5.5
